"basho","day","rikishi1_id","rikishi1_rank","rikishi1_shikona","rikishi1_result","rikishi1_win","kimarite","rikishi2_id","rikishi2_rank","rikishi2_shikona","rikishi2_result","rikishi2_win"
"1986.01",1,1362,"J13w","Onohana","1-0 (10-5)",1,"yoritaoshi",1423,"Ms1e","Hanaogi","0-1 (4-3)",0
"1986.01",1,1423,"Ms1e","Hanaogi","0-1 (4-3)",0,"yoritaoshi",1362,"J13w","Onohana","1-0 (10-5)",1
"1986.01",1,1356,"J12w","Kinoarashi","0-1 (9-6)",0,"yorikiri",1377,"J13e","Iwatefuji","1-0 (5-10)",1
"1986.01",1,1377,"J13e","Iwatefuji","1-0 (5-10)",1,"yorikiri",1356,"J12w","Kinoarashi","0-1 (9-6)",0
"1986.01",1,1378,"J12e","Hoo","0-1 (5-10)",0,"yorikiri",4332,"J11w","Tochinohana","1-0 (8-7)",1
"1986.01",1,4332,"J11w","Tochinohana","1-0 (8-7)",1,"yorikiri",1378,"J12e","Hoo","0-1 (5-10)",0
"1986.01",1,1367,"J10w","Fujihikari","1-0 (8-7)",1,"yorikiri",4118,"J11e","Amanoyama","0-1 (5-10)",0
"1986.01",1,4118,"J11e","Amanoyama","0-1 (5-10)",0,"yorikiri",1367,"J10w","Fujihikari","1-0 (8-7)",1
"1986.01",1,1310,"J10e","Kirinishiki","0-1 (9-6)",0,"yorikiri",1335,"J9w","Takanofuji","1-0 (9-6)",1
"1986.01",1,1335,"J9w","Takanofuji","1-0 (9-6)",1,"yorikiri",1310,"J10e","Kirinishiki","0-1 (9-6)",0
"1986.01",1,4311,"J8w","Hakuryu","1-0 (7-8)",1,"yoritaoshi",4334,"J9e","Takuetsuyama","0-1 (3-12)",0
"1986.01",1,4334,"J9e","Takuetsuyama","0-1 (3-12)",0,"yoritaoshi",4311,"J8w","Hakuryu","1-0 (7-8)",1
"1986.01",1,37,"J7w","Kotoinazuma","1-0 (6-9)",1,"utchari",4078,"J8e","Oshio","0-1 (7-8)",0
"1986.01",1,4078,"J8e","Oshio","0-1 (7-8)",0,"utchari",37,"J7w","Kotoinazuma","1-0 (6-9)",1
"1986.01",1,4100,"J7e","Kaneshiro","1-0 (9-6)",1,"sukuinage",4319,"J6w","Harunafuji","0-1 (7-8)",0
"1986.01",1,4319,"J6w","Harunafuji","0-1 (7-8)",0,"sukuinage",4100,"J7e","Kaneshiro","1-0 (9-6)",1
"1986.01",1,1333,"J6e","Sasshunada","1-0 (7-8)",1,"oshidashi",1334,"J5w","Wakasegawa","0-1 (7-8)",0
"1986.01",1,1334,"J5w","Wakasegawa","0-1 (7-8)",0,"oshidashi",1333,"J6e","Sasshunada","1-0 (7-8)",1
"1986.01",1,1476,"J4w","Otaka","1-0 (6-9)",1,"yorikiri",4139,"J5e","Koryu","0-1 (8-7)",0
"1986.01",1,4139,"J5e","Koryu","0-1 (8-7)",0,"yorikiri",1476,"J4w","Otaka","1-0 (6-9)",1
"1986.01",1,28,"J4e","Mitoizumi","1-0 (11-4)",1,"yorikiri",4138,"J3w","Tochimatoi","0-1 (11-4)",0
"1986.01",1,4138,"J3w","Tochimatoi","0-1 (11-4)",0,"yorikiri",28,"J4e","Mitoizumi","1-0 (11-4)",1
"1986.01",1,4130,"J2w","Hachiya","1-0 (6-9)",1,"yorikiri",4140,"J3e","Chikubayama","0-1 (4-4-7)",0
"1986.01",1,4140,"J3e","Chikubayama","0-1 (4-4-7)",0,"yorikiri",4130,"J2w","Hachiya","1-0 (6-9)",1
"1986.01",1,1375,"J1w","Masudayama","0-1 (5-10)",0,"yorikiri",4124,"J2e","Shishiho","1-0 (9-6)",1
"1986.01",1,4124,"J2e","Shishiho","1-0 (9-6)",1,"yorikiri",1375,"J1w","Masudayama","0-1 (5-10)",0
"1986.01",1,1337,"J1e","Tochitsukasa","1-0 (9-6)",1,"katasukashi",1364,"M14e","Masurao","0-1 (5-10)",0
"1986.01",1,1364,"M14e","Masurao","0-1 (5-10)",0,"katasukashi",1337,"J1e","Tochitsukasa","1-0 (9-6)",1
"1986.01",1,1359,"M12w","Koboyama","0-1 (9-6)",0,"kotenage",4137,"M13e","Fujinokawa","1-0 (10-5)",1
"1986.01",1,4137,"M13e","Fujinokawa","1-0 (10-5)",1,"kotenage",1359,"M12w","Koboyama","0-1 (9-6)",0
"1986.01",1,4102,"M12e","Aobajo","0-1 (4-11)",0,"shitatedashinage",4107,"M11w","Kaiki","1-0 (9-6)",1
"1986.01",1,4107,"M11w","Kaiki","1-0 (9-6)",1,"shitatedashinage",4102,"M12e","Aobajo","0-1 (4-11)",0
"1986.01",1,1361,"M10w","Daitetsu","0-1 (8-7)",0,"shitatenage",4094,"M11e","Onishiki","1-0 (4-11)",1
"1986.01",1,4094,"M11e","Onishiki","1-0 (4-11)",1,"shitatenage",1361,"M10w","Daitetsu","0-1 (8-7)",0
"1986.01",1,1372,"M10e","Maenoshin","1-0 (5-10)",1,"shitatenage",1376,"M9w","Hananoumi","0-1 (10-5)",0
"1986.01",1,1376,"M9w","Hananoumi","0-1 (10-5)",0,"shitatenage",1372,"M10e","Maenoshin","1-0 (5-10)",1
"1986.01",1,1301,"M9e","Kirishima","1-0 (8-7)",1,"tsukiotoshi",1302,"M8w","Takamisugi","0-1 (8-7)",0
"1986.01",1,1302,"M8w","Takamisugi","0-1 (8-7)",0,"tsukiotoshi",1301,"M9e","Kirishima","1-0 (8-7)",1
"1986.01",1,1345,"M7w","Tamaryu","0-1 (9-6)",0,"yorikiri",4099,"M8e","Kirinji","1-0 (9-6)",1
"1986.01",1,4099,"M8e","Kirinji","1-0 (9-6)",1,"yorikiri",1345,"M7w","Tamaryu","0-1 (9-6)",0
"1986.01",1,33,"M7e","Terao","1-0 (7-8)",1,"oshitaoshi",1353,"M6w","Daijuyama","0-1 (8-7)",0
"1986.01",1,1353,"M6w","Daijuyama","0-1 (8-7)",0,"oshitaoshi",33,"M7e","Terao","1-0 (7-8)",1
"1986.01",1,1352,"M5w","Tagaryu","0-1 (5-10)",0,"kotenage",1374,"M6e","Kurama","1-0 (7-8)",1
"1986.01",1,1374,"M6e","Kurama","1-0 (7-8)",1,"kotenage",1352,"M5w","Tagaryu","0-1 (5-10)",0
"1986.01",1,4117,"M4w","Misugiiso","0-1 (5-10)",0,"kekaeshi",4131,"M5e","Tochitsurugi","1-0 (6-9)",1
"1986.01",1,4131,"M5e","Tochitsurugi","1-0 (6-9)",1,"kekaeshi",4117,"M4w","Misugiiso","0-1 (5-10)",0
"1986.01",1,1338,"M2e","Ozutsu","1-0 (7-8)",1,"yorikiri",1369,"M2w","Toryu","0-1 (3-12)",0
"1986.01",1,1369,"M2w","Toryu","0-1 (3-12)",0,"yorikiri",1338,"M2e","Ozutsu","1-0 (7-8)",1
"1986.01",1,1292,"M1e","Kotogaume","1-0 (9-6)",1,"hikiotoshi",4126,"M1w","Sadanoumi","0-1 (5-10)",0
"1986.01",1,4126,"M1w","Sadanoumi","0-1 (5-10)",0,"hikiotoshi",1292,"M1e","Kotogaume","1-0 (9-6)",1
"1986.01",1,1332,"M4e","Sakahoko","1-0 (8-7)",1,"shitatenage",4127,"O3eHD","Wakashimazu","0-1 (8-7)",0
"1986.01",1,4127,"O3eHD","Wakashimazu","0-1 (8-7)",0,"shitatenage",1332,"M4e","Sakahoko","1-0 (8-7)",1
"1986.01",1,1379,"O2wHD","Asashio","1-0 (9-6)",1,"oshidashi",1380,"M3w","Hidanohana","0-1 (2-13)",0
"1986.01",1,1380,"M3w","Hidanohana","0-1 (2-13)",0,"oshidashi",1379,"O2wHD","Asashio","1-0 (9-6)",1
"1986.01",1,1348,"M3e","Jingaku","0-1 (7-8)",0,"oshidashi",4136,"O2eHD","Kitao","1-0 (10-5)",1
"1986.01",1,4136,"O2eHD","Kitao","1-0 (10-5)",1,"oshidashi",1348,"M3e","Jingaku","0-1 (7-8)",0
"1986.01",1,1342,"S1w","Asahifuji","0-1 (11-4)",0,"yorikiri",1350,"O1w","Onokuni","1-0 (12-3)",1
"1986.01",1,1350,"O1w","Onokuni","1-0 (12-3)",1,"yorikiri",1342,"S1w","Asahifuji","0-1 (11-4)",0
"1986.01",1,1363,"O1e","Hokutenyu","1-0 (8-7)",1,"yorikiri",4116,"K1e","Dewanohana","0-1 (6-9)",0
"1986.01",1,4116,"K1e","Dewanohana","0-1 (6-9)",0,"yorikiri",1363,"O1e","Hokutenyu","1-0 (8-7)",1
"1986.01",1,1339,"S1e","Hoshi","1-0 (8-7)",1,"katasukashi",4104,"Y1w","Takanosato","0-1 (0-2)",0
"1986.01",1,4104,"Y1w","Takanosato","0-1 (0-2)",0,"katasukashi",1339,"S1e","Hoshi","1-0 (8-7)",1
"1986.01",1,1287,"K1w","Konishiki","0-1 (10-5)",0,"hikiotoshi",1354,"Y1e","Chiyonofuji","1-0 (13-2)",1
"1986.01",1,1354,"Y1e","Chiyonofuji","1-0 (13-2)",1,"hikiotoshi",1287,"K1w","Konishiki","0-1 (10-5)",0
"1986.01",2,1317,"Ms1w","Hananokuni","1-1 (4-3)",1,"hatakikomi",1377,"J13e","Iwatefuji","1-1 (5-10)",0
